gene,MF.score
RAD51D,8.14178694095109e-5
RAD51,1.62786062238323e-4
RAD50,8.78181637153247e-5
KLHDC3,1.56446648738182e-5
RAD54B,4.85877071803695e-5
UBC,2.10744816060995e-4
UBB,2.60131985270732e-4
UBA52,2.24131819984263e-4
SLC2A8,4.79351697029971e-5
CKS2,7.82646030420859e-6
PSMD13,4.73195920046236e-5
SGOL2,1.56149161614748e-4
HORMAD2,3.97551274079875e-5
SUV39H2,8.37215871404285e-5
SPDYA,1.02126072273248e-5
FANCA,1.28635816566473e-5
RSPO1,3.79671143358846e-5
TEX14,1.55959698188704e-4
TAF1L,2.64515480650561e-5
DPEP3,1.58914295763055e-5
PIM2,1.35422473493662e-5
PLK1,2.70327582910927e-4
SPIRE1,8.44221359026898e-5
SPIRE2,8.4058977805235e-5
PRKAR1A,1.27641981912098e-4
ACTR3,1.84983240344091e-4
ACTR2,1.12316141607022e-4
SMC4,4.92460173420409e-5
SMC2,4.95619319356829e-5
SGOL1,6.51644311452137e-5
RPA1,9.26782952165294e-5
ZW10,7.16880183950265e-5
XRCC2,7.95956000264202e-5
CDK2,1.60438895522822e-4
MKI67,1.19750028453905e-5
TOP3A,3.24050692816019e-5
SMC1A,1.05135222209026e-4
SMC1B,4.46122575100912e-5
RAD54L,2.63298165776512e-5
SMC3,1.31132390305057e-4
RAD1,1.12726563923555e-4
NUMA1,2.98160938207922e-5
BUB3,6.29745583463955e-5
NBN,1.14741461661751e-4
NEK2,1.34868349599851e-4
PPP2CA,9.06386275302888e-5
FBXO43,1.73073640691319e-5
ZNF318,1.8718445086502e-6
C15orf60,1.04372950923492e-6
SIRT2,8.24590267886692e-4
H1FOO,3.90608335994514e-5
STAG2,3.4018025028581e-5
MNS1,1.44165143110499e-5
CCNB3,6.23432518956849e-6
RSPH1,8.32755130055995e-6
RBBP8,1.23015269972571e-4
MND1,1.35046178027934e-6
PSMC3IP,3.24089571053853e-6
EXO1,2.11907973374348e-4
AURKC,9.99745729532761e-5
OSGIN2,6.10278755535051e-7
RBM7,1.11171570698275e-6
ALG12,9.32609606078789e-5
ALG2,2.4979538816263e-4
PDSS1,8.60529983002956e-5
PDSS2,8.61569822008756e-5
XRCC1,1.49120752447027e-5
TDP1,9.42521346688873e-5
LIG4,3.14929837789779e-4
APTX,2.24454249221383e-4
APLF,7.4010788650734e-5
SETMAR,3.97031067403335e-4
DCLRE1C,2.55696659070088e-5
ENO4,3.45563017915685e-5
ENO3,4.87507614113632e-5
ENO2,4.27883220214432e-5
ENO1,4.90819955039147e-5
LCT,9.49977585112117e-5
IL7R,1.43313241030463e-4
KPNA2,2.23928766004837e-5
KPNA1,4.70280159334463e-5
ALYREF,4.94217733139209e-5
THOC1,2.34452425563865e-4
SMARCAD1,4.04081317501577e-5
BLM,3.44881117640825e-4
PARPBP,8.55514091173244e-5
CHEK1,2.41976586841561e-4
RPA2,1.03381816319131e-4
PPP4C,3.86160982502987e-5
KIAA0146,1.5973799009099e-4
FIGN,2.53265037391153e-5
FIGNL1,4.28637058978486e-5
SIRT6,1.15061552952308e-4
RAD51AP1,1.62133349637729e-5
PPP4R2,5.46818928602845e-5
TERF2IP,2.23321128532595e-4
RTEL1,2.76968930203087e-5
NDFIP1,1.48785912655888e-4
FOXP3,0.00106378803321191
TNFSF4,0.00105940449311891
STAT6,2.12489671674486e-4
IL4,9.94289765714266e-4
CLCF1,1.46825521918555e-4
TNFSF13,1.40882194127563e-4
PTPRC,3.85902602042547e-4
IFNG,0.001130796285778
CD28,1.45406206201317e-4
CD40,1.31995875575671e-4
IL2,2.71580548246214e-4
TBX21,5.3105133321292e-5
PAXIP1,1.81394869545628e-4
EXOSC3,5.72164074048234e-4
IL27RA,1.02559785254502e-4
SUPT6H,8.76502669908415e-5
IL10,6.18164877331444e-4
ZRANB3,1.02510505412582e-4
PRC1,2.20825018214239e-5
KIF23,7.95191395751269e-5
KIF4A,6.60089353364385e-5
KIF4B,5.92556026224296e-5
AURKB,2.4862512237052e-4
KIAA1383,7.46905908485057e-5
GAA,3.2326834266859e-4
PIGZ,3.64836185406961e-5
ALG11,1.11130114727443e-4
ALG9,1.38301074245238e-4
RPL24,5.63786823782402e-5
BRIX1,1.75991810933353e-5
RPF2,4.04714056142163e-5
RPF1,6.29139086168688e-5
RPL38,2.1631899840684e-4
RPSAP58,1.43345240885953e-4
ERAL1,1.96451338010786e-5
RPS17,3.03095526052626e-5
RPSA,1.57765473029189e-4
RPS19,1.54724670741641e-4
RPS14,4.49484682971643e-5
RPS15,1.00965486187269e-4
RPS25,2.67912061942785e-5
PWP2,3.31528782283738e-5
RRP7A,7.05922314932424e-5
POMT2,2.99484758378702e-5
POMT1,3.35729232535586e-5
ALG1L,7.55264056744706e-6
PIGB,2.51945612222856e-5
ALG1,1.81147082607373e-4
PIGM,2.51945612222856e-5
PIGV,2.51945612222856e-5
ALG3,8.39562016839644e-5
ALG8,1.17394930065431e-4
DPM1,1.43294626085811e-4
SDF2,2.94196770018443e-5
DPM2,1.29176764847694e-4
DPM3,3.08183320174137e-4
GNAT1,1.75332853696361e-4
NDUFAB1,2.06049231750094e-4
PEX5,2.89448474176812e-4
HSD17B4,2.6932146671653e-4
ACAA1,7.54464689420132e-5
PEX2,8.71704074586781e-5
ACOT2,2.04945586231011e-5
CYP4F2,6.05551286560036e-4
ACOT1,2.01933499071993e-5
ACOT4,2.21927658263801e-4
ACSBG1,8.39459849623061e-5
CYP4F12,2.73744066364923e-4
ABCD2,5.77428909255345e-5
SLC27A6,2.75451606324823e-5
SLC27A5,1.66569777125067e-4
SLC27A2,2.27400484434433e-4
ABCD3,3.88633127693668e-5
ABCD1,3.25929125920198e-4
SLC27A4,8.71339869154063e-5
ELOVL7,7.96741146262547e-5
ELOVL1,1.1439476098191e-4
ELOVL4,7.02853083687495e-5
ELOVL3,9.77910412708186e-5
ELOVL2,1.06721248558668e-4
ELOVL5,1.79650252325531e-4
TECR,4.68301338652302e-5
SLC11A2,0.00103327907574659
TCN1,3.71210397500311e-5
TCN2,3.95746639659436e-5
GIF,4.07123538574409e-5
SLC30A5,4.39215475411542e-5
SLC31A1,1.97956586858822e-4
STEAP2,1.47699233112239e-4
ATP7B,1.89144264408487e-4
ATP7A,7.00751973415564e-4
STEAP3,2.36361571360681e-4
STEAP4,1.36305005389713e-4
ATOX1,9.47131313781965e-5
CCS,9.7168714477285e-5
SLC31A2,8.86212047361744e-5
COX17,3.25307441603042e-5
CP,3.36740993799634e-5
FKBP4,1.44213627726946e-4
SCO1,2.52067782618764e-5
SCO2,2.91808981581384e-5
HEPHL1,2.73883168345005e-5
HEPH,3.67170915308501e-5
CUTC,1.10326512873313e-5
TFRC,7.01217777335011e-5
RAB11B,1.50218781595979e-4
ATP6V0E1,7.09611905669539e-5
SNX3,1.83672927912615e-4
ATP6V1G1,2.72804049646213e-5
ATP6V1G2,2.65359762998144e-5
TF,3.03032669304682e-5
ATP6V1B1,5.48508793014128e-5
ATP6V1B2,5.5444685516124e-5
ATP6V1C1,6.35360992665381e-5
ATP6V0C,6.18299863650966e-5
ATP6V1E1,5.76834110058367e-5
ATP6V1A,5.43971957705599e-5
DNM2,1.015708532731e-4
ATP6V0D1,7.91200438990629e-5
CLTC,1.18804369932156e-4
TCIRG1,1.33875701828003e-4
ATP6V1F,1.10475862939594e-4
REP15,1.65974287209054e-5
LMTK2,6.10015524897007e-5
ATP6V0D2,4.25351616434553e-5
ATP6V1C2,5.97668768403793e-5
ATP6V0E2,7.01085125535e-5
ATP6V0A1,1.32969040298486e-4
ATP6V1E2,5.52040506414769e-5
ATP6V1G3,5.04131217891915e-5
ATP6V0B,3.7399187958487e-5
MCOLN1,5.89420412750069e-5
ATP6V0A4,1.3737353970199e-4
ATP6V1H,1.31470060071855e-4
ATP6V0A2,1.34104503360316e-4
ATP6V1D,3.75197214986443e-5
SLC39A14,1.182463823026e-4
SLC40A1,1.36215635148829e-4
TTYH1,1.23116338864508e-4
SLC25A37,8.23938614013006e-5
SCARA5,8.39728879637531e-5
PICALM,3.55786824639137e-4
HFE,1.37027212692162e-4
MFI2,1.03182547464112e-4
FTL,6.65071703082977e-5
LTF,6.67475867373388e-4
SFXN1,8.25899385779319e-6
FTH1,1.51961086265533e-4
IREB2,8.9380399724352e-5
FTH1P19,1.04957814976152e-5
SLC11A1,8.48119219697176e-4
PVRL1,9.28405014540162e-5
FTMT,3.741128352891e-5
FTHL17,1.04957814976152e-5
TFR2,3.45166999993405e-5
ATP2C1,3.08151665266643e-4
TRPM2,5.40665487592194e-5
SLC30A10,1.06245818137862e-5
TRPC7,1.73791243857317e-5
SLC30A3,8.28635723589622e-5
SLC30A6,1.93665107990159e-5
SLC39A12,3.92122565246608e-5
SLC39A3,1.4075805638591e-5
SLC30A4,3.11075606866721e-5
SLC39A6,4.67565913979405e-5
SLC39A1,1.46106856424834e-5
SLC39A4,5.61073540815721e-5
SLC30A8,7.45195177436954e-5
SLC39A13,2.75923200567394e-5
SLC39A2,1.44419436220848e-5
SLC30A1,5.65213645772654e-4
MT3,5.20088630167208e-4
SLC30A9,1.12310582624425e-5
SLC39A5,6.27391584867622e-5
SLC39A11,4.01121308031031e-6
SLC30A7,3.32390996155801e-5
SLC39A7,4.71747253333042e-6
SLC30A2,7.15150770226263e-5
SLC39A8,4.14572139236101e-6
SLC39A9,4.01121308031031e-6
SLC39A10,4.01121308031031e-6
TRIP11,5.77881161034761e-5
RGPD3,1.39898030831828e-5
PACS1,2.89625861095988e-5
RGPD1,1.39898030831828e-5
GOLGA4,3.37543460547645e-5
RGPD8,1.9013493781197e-5
RGPD2,1.39898030831828e-5
RAB6A,8.0155699964148e-5
RGPD4,1.39898030831828e-5
GCC2,1.0829795591142e-4
SYS1,2.80223370731031e-5
SORL1,7.69805274695987e-4
GOLGA1,1.73129852842307e-5
GCC1,1.45975766997223e-5
OPTN,6.54545868174936e-5
RGPD5,1.41347102202869e-5
RAB33B,1.57390910165595e-4
MAP1LC3B2,2.62767114201336e-5
ATG3,7.6801254201095e-5
RB1CC1,5.30306018866292e-5
PSEN1,4.1108096716943e-4
ATG13,3.39185622917407e-5
ULK1,3.59548137087781e-4
ATG12,6.60483327151572e-5
GABARAP,3.17745430356286e-5
GABARAPL2,4.8174072288832e-5
RAB1A,1.54420672113966e-4
UBXN2A,3.21152056247296e-5
BECN1,2.03309093318412e-4
UBXN2B,2.29016941656143e-5
ATG2A,2.2245781799765e-5
WDR45B,3.73202855529845e-5
WIPI1,9.22233950023149e-5
ATG9B,1.00434247900333e-5
ATG16L1,6.88617728991604e-5
ULK3,3.09387658694822e-5
ATG14,9.90474496471763e-5
ATG9A,1.36096419858369e-4
ATG4D,3.8589410670227e-5
PACS2,1.93529689708279e-5
TP53INP2,1.25630715585569e-5
ULK2,5.59457914786548e-5
ATG16L2,6.02318068708463e-5
PIK3C3,6.39065851056115e-5
ATG4A,3.79748259506674e-5
TP53INP1,1.60298529030149e-4
ATG2B,2.21943640997601e-5
ATG4C,3.79910827614583e-5
C12orf44,7.53155057703556e-6
EMC6,1.49012566466546e-4
MAP1LC3C,2.62767114201336e-5
GABARAPL3,2.05313229706293e-5
MAP1LC3B,2.87930217774328e-5
GABARAPL1,4.14614532939307e-5
ATG5,1.68230167435205e-4
MAP1LC3A,3.47199504207017e-5
RAB23,4.77459035127486e-5
NSFL1C,2.40242558892813e-5
TRAPPC8,1.37847953741714e-4
WDR45,3.80991753456753e-5
ATG4B,4.11928873380534e-5
WIPI2,5.2919268751142e-5
STX17,1.38821280118382e-4
SNAP29,4.46859980804533e-5
VAMP7,3.8053252088118e-4
CLN3,2.85812677976176e-4
TECPR1,2.61976609559155e-5
VAMP8,3.20810385537214e-4
VTI1B,7.64514169614755e-5
TYW5,1.1766013590205e-4
SLFN11,1.05176725621981e-5
XPO5,1.12073563104936e-5
EARS2,1.36535823205682e-4
CTU2,5.02870713820249e-5
KARS,2.41400763175393e-4
FARSA,3.54445508567531e-5
TERT,3.41580295598041e-4
XPOT,6.52339547062991e-5
PTCD1,2.20894525844524e-5
TRMU,1.23701443231809e-5
FARS2,3.69434150576649e-5
SSB,8.1513463237377e-6
RPL35A,2.26173216959931e-5
IGHMBP2,1.57260943420163e-4
AARS,7.22545503876908e-5
CARS,6.54966247133941e-5
RARS,8.03916968402786e-5
YARS,1.33938204045838e-4
MARS,3.83544585286817e-5
EEFSEC,5.82095640285641e-5
NSUN2,9.10812001034138e-5
AIMP1,6.40167462035837e-5
IFIT5,6.7384191293961e-6
AARS2,1.11981914665458e-4
DARS2,1.73047301672057e-4
TRMT1L,5.7466701185946e-5
TRMT11,3.95043098441804e-6
CTU1,5.02771811996924e-5
PSTK,3.65415654705857e-5
ALKBH8,6.39110613620079e-5
TRNT1,3.01528362412997e-4
FDXACB1,3.63865116379353e-5
EIF2A,5.38568060781706e-5
SEPSECS,9.13370835814351e-5
THG1L,6.586153845416e-5
TRMT1,5.57913040325232e-5
METTL1,9.57078974984686e-5
YARS2,1.65040585867745e-4
CPS1,3.11089379838819e-4
OTC,3.08214904460846e-4
ASS1,3.53133431423518e-4
ASL,1.61132672137718e-4
CAD,5.38601001469043e-4
CEBPA,1.13605985140943e-4
ARG2,6.7503925203595e-5
NAGS,9.32943420234078e-5
SLC25A2,1.55986595314586e-5
SLC25A15,1.61266831514374e-4
DDAH1,6.78899315118508e-5
DDAH2,7.60920582823965e-5
PADI4,1.62874683213223e-4
PADI2,2.77091809291026e-4
PADI6,1.09150227715303e-4
PADI1,4.69273537053407e-5
PADI3,4.67337882093459e-5
ALDH18A1,2.96179927235897e-4
EIF6,1.03076269073233e-4
SDAD1,7.15486488359436e-5
XPO1,1.56190275376334e-4
NMD3,7.81301381152101e-5
NUP98,1.0142324998945e-4
NUP205,7.2986361803799e-5
TP53,5.60546675351593e-4
POLA2,5.55984996972748e-5
NFKBIA,2.01657498327497e-4
SIX3,2.72814594220238e-4
TNF,0.0010827250902061
BCL3,3.94454014761644e-4
OPRD1,1.23747548704906e-4
AKR1C3,0.00103869930025042
SEC61B,7.01998459458141e-5
GCKR,1.14945066010355e-4
KPNB1,6.72642247591281e-5
ABRA,2.05264985848288e-5
TNPO1,2.02928133526503e-5
AGAP3,2.76213200531868e-5
RBM22,3.43891590655071e-5
ACBD5,5.92708289107627e-5
ECI2,3.71542413782824e-5
HADHB,1.67170729037574e-4
ACBD4,3.96696128918295e-6
ACOT7,3.98193729194542e-4
SOAT2,2.00692411736409e-4
ACADS,2.23433082979386e-4
SCP2,5.55301328899362e-4
ACADL,2.19818791422034e-4
SOAT1,2.87383846634004e-4
HMGCL,1.06872826281585e-4
HADHA,1.99001093113144e-4
ALDH6A1,2.04156490277435e-4
ACBD7,3.96696128918295e-6
GCDH,1.13125480548256e-4
ACBD6,4.11186842628703e-6
ACBD3,5.65248257613867e-6
DBI,7.18762298720191e-5
SLC7A2,3.5395496300909e-4
NDC80,9.25316098310066e-5
ZNF207,5.78005539400939e-5
ZWINT,9.93434839811722e-6
MAD2L1,1.10733657768098e-4
KLHL22,6.17663633326294e-5
KIF18B,7.23151050203637e-5
SPAG5,2.17346258324395e-5
KIFC1,8.41108721608252e-5
NUSAP1,3.00788525653865e-5
KIF25,1.61587070102669e-5
INO80,7.25323312226405e-5
KNSTRN,2.10556215591469e-5
RB1,3.86720195188022e-4
NIPBL,2.34183393893643e-4
DSCC1,5.87296757531415e-5
MAU2,6.52866798272223e-5
NAA50,1.95454820171439e-4
PDS5A,1.41667300246049e-5
POGZ,2.4269892023059e-5
GSG2,1.99446379193022e-4
CDCA5,5.43340348596432e-5
PDS5B,1.18257323712714e-5
NCAPH,2.06959652489104e-5
NCAPG,2.11865624181528e-5
NCAPD2,7.84313305730316e-5
NCAPD3,1.27888245289842e-4
AKAP8,2.95829019203622e-5
PAPD7,8.15010637724198e-5
PHF13,1.24129530040822e-5
TTN,3.22763454915913e-4
CHMP1A,9.27551866017529e-5
CENPE,1.39868093453974e-4
DLGAP5,8.98365452813167e-5
KATNB1,1.55477602445023e-4
CHAMP1,8.89724111374903e-5
RAB11A,3.04340403241314e-4
CUL3,2.04677315337125e-4
KIF22,3.0009793143087e-5
RRS1,1.5210062721544e-5
KIF14,3.23436391024558e-4
CDCA8,3.07488898693258e-5
PSRC1,5.18671936947132e-5
KIF18A,1.14497114299705e-4
PINX1,9.28536377387705e-5
SPDL1,6.16651026831654e-5
SEH1L,9.60456437222013e-5
KIF2C,8.81240624133223e-5
CDC23,9.10954638110851e-5
DIS3L2,1.61333997159725e-4
CCNE2,1.07340963650781e-5
CCNG2,1.46797772938475e-6
USP17L2,1.71537010184131e-4
TICRR,6.04846050283911e-5
DCLRE1B,1.23597635636542e-4
ZAK,2.07112007282122e-5
CHMP4C,9.33498368795872e-5
ZFYVE19,5.7419886479306e-5
VPS4A,1.40254707763231e-4
NAE1,8.7875923781361e-5
CLSPN,6.8639624490272e-5
CCNG1,2.02762402418108e-5
FOXN3,1.53195050035689e-5
MBD4,1.33034974961691e-4
SYF2,1.81445922789948e-5
CCNA2,4.62665461619088e-5
IER3,6.55546019916558e-5
FOXO4,5.90037402374031e-5
C10orf90,1.79097791508316e-5
TAOK3,3.76343943346229e-5
PSMB11,4.20769692553157e-5
PSMD11,5.26318011873193e-5
PSMD12,4.48328651099987e-5
PSMD9,9.91564003196071e-5
PSMD14,1.07439095921416e-4
PSMA7,5.42091251309281e-5
PSMD3,7.23236137061959e-5
TRIAP1,1.04200026173175e-4
PSMD10,1.55401405360417e-4
MUC1,1.20977507882914e-4
PSMC3,5.10280016462631e-5
PSMB1,4.73604824520867e-5
PSMA1,5.63226214135879e-5
PSMA2,5.65440004770918e-5
PSMA3,5.41561767002111e-5
PSMA4,5.60770815278935e-5
PSMB8,6.20323916324182e-5
PSMB9,5.82318201701929e-5
PSMA5,5.41561767002111e-5
PSMB4,6.13312369698051e-5
PSMB6,4.7396857458826e-5
PSMB5,4.79394936720312e-5
PML,4.8070507248097e-4
PSMC2,4.9159705625525703e-05
CDKN1A,2.39032433511949e-4
PSMB10,6.27864780689223e-5
PSMC4,6.2538819722043e-5
CDKN1B,1.54226062430389e-4
PSMD8,4.48210144976331e-5
PSMB3,4.7661795812129e-5
PSMB2,4.76940021174579e-5
PSMD7,4.507676135363e-5
PSMD4,5.84801622058991e-5
PSMA6,6.39484232210762e-5
PSME3,8.87392220394645e-5
PSMC1,5.31977439772931e-5
PSMC5,1.73303534650535e-4
PSMC6,4.74224100319768e-5
RPS27A,1.39153799334855e-4
CRADD,3.9314387502465e-5
MDM2,2.99755711744298e-4
PSME1,7.42364810283161e-5
SOX4,3.83232991477723e-4
PSMD2,4.51755137035758e-5
PPP2R5C,3.68968170335349e-5
PSMD6,4.94753758076842e-5
PSMD5,9.01570326218764e-5
RFWD2,3.2017895594957e-5
PSMA8,5.99116022589732e-5
PSMF1,5.558804857613e-5
PSMB7,4.73604824520867e-5
GML,2.05849375113454e-5
PSMD1,4.51497006627176e-5
RBM38,4.45681328174475e-5
PIDD,3.9411279849692e-5
GTSE1,2.11793966727461e-5
PSME2,5.95504661807565e-5
GIGYF2,3.25072966868154e-5
FBXO31,3.35188828013789e-5
TP73,2.06493227426302e-4
CCND1,1.50686812838016e-4
DGKZ,3.61457650269013e-5
RFWD3,3.42069362069727e-5
RPS27L,4.63194615058467e-5
CHEK2,2.44689169937044e-4
ATF2,1.3457294055191e-4
XPC,1.20557955337577e-4
MDC1,6.96664428161933e-5
NEK11,1.4512506147597e-5
RAD9A,7.76657376225462e-5
TIPIN,5.02593382567738e-5
PLK3,1.1099945234858e-4
MAD1L1,1.01458888698398e-4
UBE2C,1.77731584107387e-4
BUB1,5.79274061452262e-5
BUB1B,1.05552739051066e-4
TPR,6.58451472978359e-4
APC,2.61937525428047e-4
CDC27,7.84368051755774e-5
TTK,5.37312957323825e-5
CENPF,8.52247050914356e-5
UBE2D1,7.91498438727008e-5
UBE2E1,9.75299031350905e-5
TERF1,3.29513709854482e-4
CDC20,9.52646414036926e-5
CDC16,6.1480729116926e-5
CDC26,5.96436585802524e-5
PSMG2,4.73269812563747e-5
ANAPC1,5.95922408802476e-5
ANAPC11,8.13416812014151e-5
MAD2L2,1.6511133329544e-4
ANAPC7,6.06417450503648e-5
ANAPC5,6.06417450503648e-5
ANAPC4,6.10551581805694e-5
ANAPC2,1.00174168860094e-4
ANAPC10,5.95922408802476e-5
CSNK2A2,1.29382083737751e-5
CSNK2A1,4.7850461111351e-5
HUS1,2.67298755271823e-5
TRRAP,6.41948528257101e-5
WNT9A,5.42922414145419e-5
RAD17,1.50535492627163e-5
HRAS,1.49459521870243e-4
CDKN2B,4.44772433459558e-5
KNTC1,2.36168832421196e-5
DLG1,2.42546731708107e-4
MAD2L1BP,9.09567160489263e-6
INTS3,3.16723981605771e-5
PRCC,3.27124359046236e-6
NABP1,2.14277444054292e-5
CHFR,7.35139380048077e-6
NABP2,2.14013065317526e-5
ZWILCH,6.64971895646842e-6
PLK2,6.64633058060603e-5
CDC45,5.9925847171642e-4
CDC6,5.66456659998557e-5
CDT1,2.68651880336426e-5
CDC14B,2.12031442955304e-5
BRCA1,6.16259572828499e-4
BRCC3,6.82201694552225e-5
MAPKAPK2,6.3236628688453e-5
PLK5,5.51738307616215e-5
FAM175A,2.10741696885725e-5
TAOK1,1.73726002293794e-5
BRSK1,2.63670166514062e-5
UIMC1,5.68976028779865e-5
NEK6,3.36921052979427e-5
BABAM1,3.59672666994316e-5
BRE,5.38789996969864e-5
DTL,3.68397564383647e-5
TAOK2,3.49751884608866e-5
FZR1,4.83952829966639e-5
WAC,1.1000850816485e-4
CDC5L,5.74486264097185e-5
PRPF19,2.8459968180996e-4
PEA15,1.85841475124491e-5
RAD9B,1.49269534815635e-5
MAPK14,2.59736075847803e-4
RHNO1,2.90829084985914e-5
TIPRL,5.73657403119282e-5
RPA4,2.35742004463447e-5
ATR,7.4492933459967e-5
HUS1B,1.45733699909399e-5
ATRIP,8.86698169805905e-6
CEP63,2.28004101898553e-5
USP28,1.91293413308147e-5
HINFP,1.29683897569476e-5
BRIP1,1.89119501568331e-5
FBXO6,1.75322670674629e-5
INTS7,1.80951388321796e-5
BIRC5,1.94360472893945e-4
SOX11,3.79558663855866e-4
FAM58A,2.01314566931909e-6
CCNL2,3.66494480546e-6
CCNE1,2.35046587066173e-5
CNPPD1,1.92853290267782e-6
CCNL1,3.50721967417157e-6
CCNT2,7.96804084282774e-6
CCNH,1.32130857941306e-4
CCNC,1.03284440137221e-5
CCNK,7.45431886652224e-5
CCNB2,1.73908965957928e-5
CCNT1,3.20575519267084e-5
DIRAS3,1.33721397495905e-5
FAM58BP,2.01314566931909e-6
CCNO,1.06242185620522e-4
GADD45A,3.75242328753058e-5
CDC25A,1.14336612140792e-5
SFN,1.14464837702781e-4
GTF2H1,6.09680817984925e-5
CDKN2C,2.12482457275204e-5
CDK7,6.72739909483843e-5
MNAT1,6.6785471076364e-5
CDKN2D,5.36064764879186e-5
CKS1B,7.17427824170542e-6
CDK5R2,1.7969177487335e-4
CDK5R1,2.69022602324545e-4
CDC37,2.70121184536929e-5
CDKN3,8.74084613472984e-6
CCNYL2,1.81331057796584e-6
CCNI2,1.81331057796584e-6
CCNYL1,1.81331057796584e-6
CDK5RAP3,1.34774309789163e-5
PKMYT1,1.12194130132857e-5
GTPBP4,1.03597959056983e-4
CNTD2,2.00957795328621e-6
BCCIP,2.31156062241623e-5
SERTAD1,2.86779264460651e-6
HERC5,3.40241611791822e-5
FGF10,0.00151498285124028
PIM1,3.39816195706005e-5
ADAM17,2.55914524589455e-4
PKD1,3.60674802956081e-4
PKD2,8.89697882368469e-4
RGCC,2.96061489345439e-4
FBXO7,2.65944449717096e-5
CASP3,2.02058318443962e-4
HEXIM1,2.35883852354933e-5
LATS1,3.16045466082328e-5
CDKN2A,4.00391272342676e-4
TFAP4,9.88607077390126e-5
HHEX,2.84577534309326e-4
INCA1,2.29080986366422e-5
TNFAIP3,7.73920972057699e-4
MYOCD,4.95679266190865e-4
KAT2B,1.73233217026296e-4
HEXIM2,2.31600578495181e-5
CDK5RAP1,1.50493468233546e-5
LATS2,1.94386765152352e-5
MAPRE3,7.01147411502032e-5
PDGFB,9.16806846251149e-4
CCND2,1.09933721813882e-5
CCND3,1.83089122809238e-5
CCNY,4.31339360773511e-5
PROX1,9.8225529443489e-4
CAMK2A,6.70732164330208e-5
PPP3CA,1.91022322153863e-4
IQGAP3,1.2959664455316e-4
NFATC1,4.69229707197487e-5
CDC7,7.8679467236326e-5
PPP6C,4.24980444407734e-6
ORC5,2.61833363133023e-5
ORC4,2.64148683046551e-5
DHFR,1.18150128489989e-4
TYMS,6.52075971690902e-4
EIF4E,1.16524758408587e-4
POLA1,1.39658332315299e-4
MYB,7.05493927124548e-5
CDK4,6.39584281578271e-5
PCNA,4.82666408649054e-4
GSPT1,3.15073983160538e-5
RCC1,5.73517035565416e-5
MCM3,3.88621833758136e-5
WEE1,1.06044339801324e-5
RRM2,7.12415935020033e-5
MCM4,3.19244054799444e-5
MCM5,1.77388492938645e-5
MCM7,3.79904330474202e-5
RPA3,7.28379611882758e-5
ACVR1B,1.34441367953849e-4
ID4,5.41366318035804e-5
CDC34,5.02386084385016e-5
PRIM1,8.09958736723659e-5
PRIM2,8.42190151228432e-5
MCM2,5.20458236074044e-5
BCAT1,1.50817786495973e-4
POLE2,8.99916625330205e-5
SKP1,4.74158621321713e-5
CDK3,3.41943507827834e-5
CDK6,2.01377541484383e-4
POLE,7.70052226269057e-5
SKP2,5.87857472332373e-5
ORC1,2.10433681315471e-5
ORC2,5.74835399030557e-5
EIF4EBP1,3.60712269421374e-5
CAMK2G,5.97100331399258e-5
CUL1,3.89661766568231e-5
CUL2,3.72516144195893e-5
CUL4A,1.06509576950038e-4
TFDP1,3.2100977973154e-5
MCM6,3.19655032982959e-5
TRIM71,1.02385490670902e-4
TFDP3,3.1605350279027e-6
RHOU,1.66750278288847e-5
MCM10,2.70065734600511e-6
USP37,1.99003221265153e-5
CACUL1,6.16266550093694e-6
CRLF3,7.0872150257242e-6
CUL5,2.38423534987935e-5
MARK4,2.02489267855968e-5
ORC3,2.37498330294585e-5
DBF4,2.88946320919822e-6
GPR132,2.01588429217996e-6
PHF8,1.89156656504496e-4
ORC6,1.56748996016945e-5
PPP2R3B,1.4790208957196e-5
E2F7,1.25467538590277e-4
ZNF259,2.94548144140611e-4
ID2,2.93351089678608e-4
BACH1,8.40311205043184e-5
KLF11,7.85174374975862e-6
BRD4,1.60045700656199e-4
E2F6,1.21784060990327e-5
NPAT,1.42703176054445e-5
E2F4,4.08447426026288e-5
GFI1,2.28503513537753e-4
SFI1,7.08004514208343e-6
WNT10B,3.99079209657128e-4
CSRP2BP,2.47152855025565e-5
FBXL7,1.06886753570173e-5
PLK4,1.73717224118511e-4
PPP1R12A,4.55370419282842e-5
CEP290,7.75608655360787e-5
PPM1D,1.12943908490174e-5
CCP110,1.9543950177534e-5
ENSA,3.00825172914381e-5
SSNA1,2.42888991855236e-5
PPP1R12B,3.22649600273308e-6
OFD1,1.12947891428181e-4
DCTN3,2.23372386664357e-5
CDK14,4.15183177818196e-5
CEP152,4.18301632257807e-5
PCNT,3.65725384036942e-5
FGFR1OP,3.87115719912715e-5
TUBB4A,2.97365900162027e-5
TUBB,4.1021798361155e-5
HSP90AA1,1.15930931347503e-4
ABCB1,6.4611833980464e-5
MYBL2,4.08250152751203e-5
PPP2R1A,1.3490108885715e-4
PRKAR2B,8.66194477324216e-5
NES,1.89923384531265e-4
CSNK1D,2.91256323494168e-5
CSNK1E,1.84548784528087e-5
ARPP19,3.89097912398048e-5
RAB8A,7.40098232093266e-5
ACTR1A,1.32899273120027e-5
YWHAG,4.89556762891652e-5
